variant,tokenizer,model,remove_velocity,hard_quantization,dataset_a,dataset_b,fmd,valid,real_pair,source_a,source_b,real_files_a,real_files_b,bootstrap_mean,bootstrap_std,bootstrap_ci_lower,bootstrap_ci_upper
tok=REMI|model=CLaMP-1|vel=on|quant=off,REMI,CLaMP-1,False,False,pop909,rock,0.06040933368913888,True,True,real,real,120,120,0.11651763575635812,0.004921555562286092,0.10724991301748499,0.1262993705765949
tok=REMI|model=CLaMP-1|vel=on|quant=off,REMI,CLaMP-1,False,False,pop909,classical,0.06284550040908841,True,True,real,real,120,120,0.1190686009240162,0.0080375192915947,0.10724016422654159,0.13638423538160244
tok=REMI|model=CLaMP-1|vel=on|quant=off,REMI,CLaMP-1,False,False,pop909,pop,0.04774680481666122,True,True,real,real,120,120,0.11248775122948777,0.006629286253801325,0.10245145308089935,0.1254134500242635
tok=REMI|model=CLaMP-1|vel=on|quant=off,REMI,CLaMP-1,False,False,pop909,rap,0.07786285908602084,True,True,real,real,120,120,0.12912294678185332,0.007146903702499938,0.11670872787412383,0.14289339008607926
tok=REMI|model=CLaMP-1|vel=on|quant=off,REMI,CLaMP-1,False,False,jazz,rock,0.05708399825317591,True,True,real,real,120,120,0.11841055137140954,0.006220841721061039,0.10738178090885944,0.13358277642676075
tok=REMI|model=CLaMP-1|vel=on|quant=off,REMI,CLaMP-1,False,False,jazz,classical,0.07553624176825154,True,True,real,real,120,120,0.12720010114005753,0.007769583824503216,0.11548675274934245,0.14168614336459756
tok=REMI|model=CLaMP-1|vel=on|quant=off,REMI,CLaMP-1,False,False,jazz,pop,0.05855545343310448,True,True,real,real,120,120,0.11884824244607964,0.0059598656549139034,0.10764540845633823,0.13062217920841407
tok=REMI|model=CLaMP-1|vel=on|quant=off,REMI,CLaMP-1,False,False,jazz,rap,0.06585656766063942,True,True,real,real,120,120,0.12339410036755201,0.005446874273474136,0.11367791340108561,0.1358931855916962
tok=REMI|model=CLaMP-1|vel=on|quant=off,REMI,CLaMP-1,False,False,rock,classical,0.08940685236205434,True,True,real,real,120,120,0.13248300795721085,0.006823357630509004,0.12130171632431798,0.1457178085746949
tok=REMI|model=CLaMP-1|vel=on|quant=off,REMI,CLaMP-1,False,False,rock,pop,0.06624266655836303,True,True,real,real,120,120,0.11951884492068751,0.006994967318310931,0.10778784858837508,0.13361541676109304
tok=REMI|model=CLaMP-1|vel=on|quant=off,REMI,CLaMP-1,False,False,rock,rap,0.06783280291894683,True,True,real,real,120,120,0.12190999188949445,0.007850076032077767,0.10831971275100946,0.1371041873480281
