dataset,configuration,perturbation,file,cosine_shift,corpus_scale,normalized_shift
maestro,MusicBERT-REMI,quantized_time,maestro_0131.mid,0.0,0.004077732563018799,0.0
maestro,MusicBERT-REMI,quantized_time,maestro_0137.mid,0.0,0.004077732563018799,0.0
maestro,MusicBERT-REMI,quantized_time,maestro_0139.mid,0.0,0.004077732563018799,0.0
maestro,MusicBERT-REMI,quantized_time,maestro_0142.mid,5.960464477539063e-08,0.004077732563018799,1.4617104936196337e-05
maestro,MusicBERT-REMI,quantized_time,maestro_0143.mid,0.0,0.004077732563018799,0.0
maestro,MusicBERT-REMI,quantized_time,maestro_0145.mid,1.1920928955078125e-07,0.004077732563018799,2.9234209872392673e-05
maestro,MusicBERT-REMI,quantized_time,maestro_02.mid,0.0014899969100952148,0.004077732563018799,0.36539838919503603
maestro,MusicBERT-REMI,quantized_time,maestro_05.mid,0.0014976859092712402,0.004077732563018799,0.36728399573180537
maestro,MusicBERT-REMI,quantized_time,maestro_08.mid,0.0013730525970458984,0.004077732563018799,0.3367196293102188
maestro,MusicBERT-REMI,constant_tempo,maestro_0004.mid,0.00048804283142089844,0.004077732563018799,0.1196848552175756
maestro,MusicBERT-REMI,constant_tempo,maestro_0006.mid,0.00010526180267333984,0.004077732563018799,0.02581380731732273
maestro,MusicBERT-REMI,constant_tempo,maestro_0007.mid,0.0,0.004077732563018799,0.0
maestro,MusicBERT-REMI,constant_tempo,maestro_0009.mid,0.0004725456237792969,0.004077732563018799,0.11588440793416456
maestro,MusicBERT-REMI,constant_tempo,maestro_0010.mid,3.9517879486083984e-05,0.004077732563018799,0.009691140572698171
